id,nombre,categoria,precio_carrefour,precio_coto,precio_dia,precio_jumbo,precio_changomas
P00026,Pan Lactal Fargo 600g,Panificados,2526.09,2953.1,3003.73,2397.1,2818.02
P00027,Azúcar Ledesma 1Kg,Almacén,8727.91,8207.84,8626.85,7620.84,9177.24
P00028,Queso Cremoso Tregar 1Kg,Lácteos,12276.03,13693.49,10262.2,11697.43,12050.46
P00029,Jabón Dove Original 90g,Higiene,2194.09,1858.18,2251.07,1929.25,2100.62
P00030,Shampoo Pantene Restauración 400ml,Higiene,4029.92,4038.42,4767.5,4622.08,3770.62
P00031,Cerveza Quilmes 1L,Bebidas,9399.13,7103.72,8231.74,7107.6,8929.85
P00032,Pan Lactal Fargo 600g,Panificados,13277.6,11259.28,12704.86,10594.99,10896.72
P00033,Lavandina Ayudín 1L,Limpieza,5168.25,4042.83,4072.38,4637.3,5470.49
P00034,Agua Villavicencio 2.25L,Bebidas,5441.1,6044.91,6910.41,6305.65,5087.17
P00035,Desodorante Rexona Hombre 150ml,Higiene,7555.27,7843.89,7107.0,7722.51,6990.93
P00036,Harina Blancaflor 1Kg,Almacén,3873.7,4545.2,4772.49,3906.53,5084.24
P00037,Galletitas Chocolinas 170g x5,Panificados,2457.39,3095.04,2515.9,2521.44,2817.83
P00038,Queso Cremoso Tregar 1Kg,Lácteos,2672.38,2303.16,2170.85,2393.47,2407.14
P00039,Yerba Taragüi 1Kg,Almacén,9104.64,11389.99,9001.93,9927.69,8695.84
P00040,Coca-Cola 2.25L,Bebidas,11817.56,10959.26,10353.3,11593.09,12230.38
P00041,Galletitas Express 170g,Panificados,4020.34,4123.66,3915.31,3632.49,4601.73
P00042,Suavizante Comfort 900ml,Limpieza,11188.24,12552.02,11426.11,10260.3,13814.59
P00043,Bizcochitos Don Satur 200g,Panificados,6711.78,7095.99,5996.3,5588.19,6776.13
P00044,Lavandina Ayudín 1L,Limpieza,7427.88,6943.95,8712.55,7389.69,7223.68
P00045,Aceite Natura Girasol 1.5L,Almacén,12157.61,11976.55,9549.41,10757.27,9943.06
P00046,Leche La Serenísima Entera 1L,Lácteos,10042.63,10274.96,12523.87,12243.68,13558.94
P00047,Jugo Baggio Multifruta 1L,Bebidas,6958.4,7165.43,8015.05,7885.9,6636.52
P00048,Galletitas Express 170g,Panificados,6893.94,7642.5,6235.39,6491.54,7038.37
P00049,Desodorante Poett Primavera 900ml,Limpieza,1945.57,1670.74,2009.02,1966.03,1597.35
P00050,Yogur Ser Vainilla 1Kg,Lácteos,3272.85,3446.6,3798.64,2865.7,3103.2
P00051,Jugo Baggio Multifruta 1L,Bebidas,10483.6,11256.27,10013.23,11183.51,11825.96
P00052,Jugo Baggio Multifruta 1L,Bebidas,9333.04,12308.14,11477.37,10732.63,11199.72
P00053,Desodorante Rexona Hombre 150ml,Higiene,2718.66,2814.57,2321.77,2543.09,2237.53
P00054,Arroz Gallo Oro 1Kg,Almacén,1385.41,1076.68,1221.72,1263.39,1365.59
P00055,Cerveza Heineken 1L,Bebidas,8049.68,6945.84,8590.44,6512.57,7987.84
P00056,Agua Villavicencio 2.25L,Bebidas,9250.18,10034.34,7839.89,8961.67,9991.05
P00057,Leche Ilolay Descremada 1L,Lácteos,9569.86,8406.5,7377.78,8610.55,7674.19
P00058,Shampoo Pantene Restauración 400ml,Higiene,2456.91,3066.7,2682.61,3277.88,3306.23
P00059,Cerveza Quilmes 1L,Bebidas,2670.2,2226.8,2060.2,2530.59,1989.48
P00060,Harina Blancaflor 1Kg,Almacén,11374.86,8983.28,9433.28,11444.85,11378.41
P00061,Manteca Sancor 200g,Lácteos,4573.2,5497.02,6172.23,5065.94,5727.05
P00062,Yogur Ser Vainilla 1Kg,Lácteos,3300.87,3807.83,3664.01,4482.18,3824.31
P00063,Desodorante Poett Primavera 900ml,Limpieza,1943.01,2015.06,1925.02,1926.64,2180.26
P00064,Cerveza Heineken 1L,Bebidas,5940.62,6337.29,6050.27,6006.29,5086.0
P00065,Yerba Taragüi 1Kg,Almacén,10413.44,9807.29,9400.12,11007.46,10350.53
P00066,Pepsi 2.25L,Bebidas,7125.9,6760.64,5583.49,6490.23,6824.25
P00067,Lavandina Ayudín 1L,Limpieza,3480.76,3567.13,3317.21,3668.13,2969.15
P00068,Arroz Gallo Oro 1Kg,Almacén,7655.13,6745.55,8520.17,6585.1,7571.52
P00069,Coca-Cola 2.25L,Bebidas,8696.36,7895.52,8756.59,7879.26,7755.56
P00070,Pasta Dental Colgate Total 90g,Higiene,5404.86,5091.87,5638.26,5690.71,5677.22
P00071,Jabón Dove Original 90g,Higiene,6314.7,5677.75,5935.93,6536.3,6520.69
P00072,Pan de Campo Bimbo 500g,Panificados,6121.51,6664.91,6370.94,6291.01,6598.62
P00073,Queso Rallado La Paulina 40g,Lácteos,1437.87,1214.43,1501.7,1454.73,1306.12
P00074,Galletitas Chocolinas 170g,Panificados,4088.33,4552.64,4571.64,3907.48,3372.72
P00075,Jugo Baggio Multifruta 1L,Bebidas,8872.59,9512.58,7452.04,7608.74,7992.33
P00076,Suavizante Comfort 900ml,Limpieza,7469.93,5572.91,6420.13,6204.78,7031.29
P00077,Jabón en Polvo Ala 3Kg,Limpieza,5819.81,6389.11,6989.47,6305.43,5533.24
P00078,Pasta Dental Colgate Total 90g,Higiene,7881.93,6881.19,6767.02,8392.7,8698.12
P00079,Queso Rallado La Paulina 40g,Lácteos,1255.5,1392.41,1068.62,1055.61,1366.91
P00080,Pan de Campo Bimbo 500g,Panificados,4223.03,3929.46,3363.87,3887.73,3910.6
P00081,Bizcochitos Don Satur 200g,Panificados,3385.89,2527.38,2686.13,3180.83,3003.0
P00082,Queso Rallado La Paulina 40g,Lácteos,5691.01,5806.5,6032.47,7600.21,6803.87
P00083,Harina Blancaflor 1Kg,Almacén,8491.06,8304.59,7179.64,9357.18,7378.17
P00084,Queso Cremoso Tregar 1Kg,Lácteos,2340.82,1944.25,2399.34,2057.95,1977.42
P00085,Cerveza Heineken 1L,Bebidas,4676.64,6210.59,5123.85,5087.81,5815.28
P00086,Bizcochitos Don Satur 200g,Panificados,11589.63,9606.5,10529.88,11236.32,10336.93
P00087,Pepsi 2.25L,Bebidas,2351.15,1938.46,2356.15,1963.97,2332.35
P00088,Jugo Baggio Multifruta 1L,Bebidas,7631.62,7482.76,7575.83,6718.07,8575.96
P00089,Desodorante Poett Primavera 900ml,Limpieza,1715.34,1614.25,1721.85,1589.97,1676.21
P00090,Jugo Baggio Multifruta 1L,Bebidas,890.25,832.89,707.07,732.97,705.63
P00091,Lavandina Ayudín 1L,Limpieza,9830.8,9391.3,7706.32,8859.49,7470.11
P00092,Cerveza Heineken 1L,Bebidas,5495.37,5949.44,6994.57,7200.8,6633.21
P00093,Agua Villavicencio 2.25L,Bebidas,9564.56,9731.48,7928.97,7158.5,8764.39
P00094,Pan de Campo Bimbo 500g,Panificados,3769.61,4427.24,4548.72,5063.95,4194.6
P00095,Agua Villavicencio 2.25L,Bebidas,3991.76,3204.06,4015.04,4016.55,3752.57
P00096,Leche La Serenísima Entera 1L x4,Lácteos,2697.39,3046.72,3262.83,2846.48,3161.01
P00097,Lavandina Ayudín 1L,Limpieza,8111.33,10846.34,8826.15,10189.44,10767.59
P00098,Azúcar Ledesma 1Kg x2,Almacén,9248.84,10122.3,9288.36,10010.81,8867.21
P00099,Aceite Natura Girasol 1.5L,Almacén,5253.0,6142.08,5180.05,5406.07,5956.2
P00100,Queso Rallado La Paulina 40g,Lácteos,9420.75,9963.94,9478.99,11715.61,9700.98
P00101,Arroz Gallo Oro 1Kg,Almacén,6752.83,5255.38,6918.07,6340.95,6931.04
P00102,Papel Higiénico Higienol 4 Rollos,Higiene,4806.4,4562.52,5079.0,5399.13,4171.86
P00103,Jabón Dove Original 90g,Higiene,1613.67,1824.66,1641.08,2145.93,1671.96
P00104,Papel Higiénico Higienol 4 Rollos,Higiene,8348.65,10321.01,10640.44,8934.38,9561.68
P00105,Leche La Serenísima Entera 1L,Lácteos,5558.17,7239.75,6959.11,5407.15,6122.33
P00106,Pasta Dental Colgate Total 90g,Higiene,6729.76,6605.94,6304.65,6157.35,7184.43
P00107,Desodorante Rexona Hombre 150ml,Higiene,5725.13,4811.38,4661.66,6139.56,4836.83
P00108,Cerveza Quilmes 1L,Bebidas,7724.58,7896.36,6488.91,7884.02,7349.33
P00109,Pepsi 2.25L,Bebidas,12718.84,11088.56,12185.48,12337.47,12009.67
P00110,Cerveza Heineken 1L,Bebidas,1889.12,2076.78,1877.26,1955.41,2210.63
P00111,Jabón en Polvo Ala 3Kg,Limpieza,3831.97,4767.14,4365.55,4179.87,4968.05
P00112,Galletitas Express 170g,Panificados,3255.85,3068.58,3203.92,3464.49,3473.99
P00113,Harina Blancaflor 1Kg,Almacén,8783.08,8853.26,11853.58,9306.05,10221.97
P00114,Suavizante Comfort 900ml,Limpieza,8803.17,8635.67,10886.72,10801.61,9736.86
P00115,Shampoo Pantene Restauración 400ml,Higiene,10861.48,10186.53,12121.85,10961.93,11367.92
P00116,Pan de Campo Bimbo 500g,Panificados,6513.6,6197.39,6330.64,6617.05,6752.6
P00117,Detergente Magistral Limón 750ml,Limpieza,6008.19,5314.24,5464.37,5217.85,5559.82
P00118,Suavizante Comfort 900ml,Limpieza,5985.13,5310.67,5744.26,5438.53,4920.25
P00119,Pan Lactal Fargo 600g x3,Panificados,8920.48,9827.19,8318.7,10124.96,10593.0
P00120,Manteca Sancor 200g x3,Lácteos,8358.57,8734.12,9500.61,9789.77,9845.37
P00121,Galletitas Chocolinas 170g,Panificados,3568.12,3154.26,2876.86,2638.99,2732.75
P00122,Galletitas Express 170g,Panificados,5281.18,5260.09,5335.97,5222.13,5200.19
P00123,Galletitas Chocolinas 170g,Panificados,3508.87,3833.3,3100.48,2875.61,3422.28
P00124,Desodorante Poett Primavera 900ml,Limpieza,6328.99,7677.16,7311.07,6738.04,6473.33
P00125,Queso Rallado La Paulina 40g,Lácteos,8610.39,11194.35,9345.87,9906.57,9014.19
P00126,Leche La Serenísima Entera 1L,Lácteos,13784.4,10995.76,13245.04,13420.43,13174.03
P00127,Queso Rallado La Paulina 40g,Lácteos,8040.32,9592.17,7743.1,8829.04,8914.03
P00128,Suavizante Comfort 900ml,Limpieza,4794.8,3943.93,4467.37,4774.16,4654.72
P00129,Harina Blancaflor 1Kg,Almacén,665.76,760.07,814.95,632.0,823.1
P00130,Yerba Playadito 1Kg,Almacén,7961.14,8571.67,9930.14,10161.94,9519.35
P00131,Jabón Dove Original 90g,Higiene,3600.78,4097.75,4557.87,3697.75,4136.45
P00132,Cerveza Quilmes 1L,Bebidas,4044.04,4871.04,4490.78,4005.61,4669.82
P00133,Pepsi 2.25L,Bebidas,7031.41,7423.96,6302.72,7196.8,7030.13
P00134,Queso Rallado La Paulina 40g,Lácteos,1514.55,1498.9,1634.48,1835.03,1504.37
P00135,Yogur Ser Vainilla 1Kg,Lácteos,3638.7,4072.03,3356.32,3523.86,3095.47
P00136,Galletitas Express 170g,Panificados,9928.17,9888.07,11266.95,10648.65,10449.2
P00137,Detergente Magistral Limón 750ml,Limpieza,2974.16,3421.94,3200.39,2763.13,2660.53
P00138,Shampoo Pantene Restauración 400ml,Higiene,1385.39,1187.61,1349.44,1498.49,1476.51
P00139,Manteca Sancor 200g,Lácteos,2957.93,3306.57,2926.29,2589.32,2962.72
P00140,Galletitas Chocolinas 170g,Panificados,8673.33,7839.74,9011.8,10228.54,8630.24
P00141,Harina Blancaflor 1Kg,Almacén,7285.93,8366.37,9356.23,9316.03,9207.1
P00142,Pepsi 2.25L,Bebidas,1138.75,1083.72,1215.29,1279.25,1412.83
P00143,Pepsi 2.25L,Bebidas,6613.09,5991.82,6655.02,6339.76,6237.06
P00144,Jabón en Polvo Ala 3Kg,Limpieza,12367.73,12430.4,12360.61,13109.85,11320.58
P00145,Suavizante Comfort 900ml,Limpieza,6176.25,6752.99,6170.02,6821.22,5979.93
P00146,Leche La Serenísima Entera 1L,Lácteos,7422.9,7840.27,10163.36,9402.79,9401.0
P00147,Pan de Campo Bimbo 500g,Panificados,4057.55,3591.67,4095.57,4836.72,3977.83
P00148,Jabón en Polvo Ala 3Kg x3,Limpieza,11529.62,8714.95,10517.44,10896.1,9188.39
P00149,Queso Rallado La Paulina 40g x5,Lácteos,5198.44,4568.49,4934.58,4131.25,3928.32
P00150,Desodorante Rexona Hombre 150ml x3,Higiene,8890.99,7047.9,9086.82,8817.14,7086.08
P00151,Fideos Matarazzo Spaghetti 500g,Almacén,7690.75,7202.43,8752.82,8523.89,6487.05
P00152,Desodorante Rexona Hombre 150ml,Higiene,3211.81,2942.68,2997.09,2852.14,2651.82
P00153,Shampoo Pantene Restauración 400ml,Higiene,10684.05,10438.78,11043.19,13137.67,11216.18
P00154,Yerba Taragüi 1Kg,Almacén,12459.33,13445.76,12449.76,13201.15,12003.44
P00155,Yerba Playadito 1Kg,Almacén,5832.84,5441.12,4614.98,5902.04,5833.35
P00156,Fideos Matarazzo Spaghetti 500g,Almacén,5320.2,5017.15,5136.89,4842.22,5733.79
P00157,Galletitas Express 170g,Panificados,3503.37,2839.52,2891.53,3079.44,3761.1
P00158,Desodorante Poett Primavera 900ml,Limpieza,12219.17,11507.9,10576.87,10533.95,9546.64
P00159,Papel Higiénico Higienol 4 Rollos,Higiene,2536.01,1953.2,1990.77,2418.39,2526.87
P00160,Agua Villavicencio 2.25L,Bebidas,2599.85,2820.24,2858.61,3073.22,2725.6
P00161,Jabón en Polvo Ala 3Kg,Limpieza,9561.11,9672.88,11366.24,11559.46,11336.81
P00162,Galletitas Express 170g,Panificados,11493.68,11325.15,10436.15,10271.11,9736.11
P00163,Manteca Sancor 200g x4,Lácteos,3580.51,3148.3,3600.14,2762.13,2957.56
P00164,Queso Cremoso Tregar 1Kg,Lácteos,10768.39,9083.49,8826.47,8068.49,9337.48
P00165,Pepsi 2.25L,Bebidas,12464.44,10258.67,12224.99,11754.8,12864.68
P00166,Cerveza Heineken 1L,Bebidas,12821.11,12779.66,9632.24,11550.26,11046.09
P00167,Jabón en Polvo Ala 3Kg,Limpieza,6612.98,8680.8,7351.35,6664.26,6981.54
P00168,Queso Rallado La Paulina 40g,Lácteos,4114.11,3451.12,3458.44,4290.49,3777.39
P00169,Desodorante Poett Primavera 900ml x4,Limpieza,4535.83,4081.61,3724.83,3468.46,4401.37
P00170,Papel Higiénico Higienol 4 Rollos,Higiene,10441.44,11457.5,13123.06,12690.61,12339.85
P00171,Agua Villavicencio 2.25L,Bebidas,11582.02,10479.88,9766.33,9166.61,10981.61
P00172,Queso Rallado La Paulina 40g,Lácteos,2984.99,3250.93,2532.8,3045.5,2973.21
P00173,Desodorante Rexona Hombre 150ml x4,Higiene,6627.11,7678.65,6160.75,5838.49,6348.99
P00174,Jabón Dove Original 90g,Higiene,5435.44,5413.64,5600.91,5794.51,5064.5
P00175,Manteca Sancor 200g,Lácteos,10145.11,12292.06,12408.26,11806.36,9759.99
P00176,Detergente Magistral Limón 750ml,Limpieza,4995.59,5262.9,5691.16,5232.35,4835.94
P00177,Jugo Baggio Multifruta 1L,Bebidas,7142.14,5530.46,5856.0,6832.77,5626.65
P00178,Galletitas Express 170g,Panificados,5068.66,6317.57,5340.16,5518.51,5024.87
P00179,Jabón Dove Original 90g,Higiene,8114.93,6297.2,7610.04,6899.75,7313.71
P00180,Papel Higiénico Higienol 4 Rollos,Higiene,9155.39,7311.34,7505.04,8165.23,9419.19
P00181,Pepsi 2.25L,Bebidas,3881.01,4278.97,4058.02,3727.21,3576.77
P00182,Jabón Dove Original 90g,Higiene,3998.51,4574.96,4184.96,4018.63,4999.2
P00183,Desodorante Poett Primavera 900ml,Limpieza,8750.21,10566.32,10356.35,10976.27,9473.34
P00184,Pan Lactal Fargo 600g,Panificados,2153.4,2889.76,2938.3,2646.78,2167.5
P00185,Pepsi 2.25L,Bebidas,1843.79,1887.19,1997.78,1991.64,2255.7
P00186,Suavizante Comfort 900ml,Limpieza,10760.14,10891.29,9216.04,9516.57,12589.3
P00187,Jugo Baggio Multifruta 1L x4,Bebidas,7812.56,8376.73,7966.36,6698.74,8525.1
P00188,Aceite Natura Girasol 1.5L,Almacén,7872.14,8292.73,9227.58,10129.44,7753.56
P00189,Shampoo Pantene Restauración 400ml,Higiene,10150.36,9318.82,10626.47,8087.58,10108.51
P00190,Desodorante Poett Primavera 900ml x5,Limpieza,3607.42,3978.92,3886.92,3834.97,3882.16
P00191,Yerba Taragüi 1Kg x3,Almacén,9534.44,9493.33,11349.72,10409.13,9188.03
P00192,Galletitas Chocolinas 170g,Panificados,7514.99,8349.12,8851.39,8703.0,7912.28
P00193,Yogur Ser Vainilla 1Kg x4,Lácteos,8044.29,9678.96,8607.6,7382.42,7485.78
P00194,Jabón Dove Original 90g x4,Higiene,10812.94,8813.26,9934.16,9043.3,9216.42
P00195,Jugo Baggio Multifruta 1L,Bebidas,4982.29,4624.35,4529.01,4503.08,4228.34
P00196,Jabón en Polvo Ala 3Kg,Limpieza,4928.5,5156.41,5144.49,5818.14,5302.41
P00197,Jabón en Polvo Ala 3Kg,Limpieza,8186.9,8366.06,10614.17,9068.78,7889.04
P00198,Jabón en Polvo Ala 3Kg,Limpieza,10406.99,9491.98,9359.39,12236.58,9822.28
P00199,Shampoo Pantene Restauración 400ml,Higiene,9252.32,8491.47,9212.12,8585.27,7826.16
P00200,Galletitas Chocolinas 170g x4,Panificados,8988.31,10553.78,9346.64,10808.33,9239.23
P00201,Papel Higiénico Higienol 4 Rollos x4,Higiene,9377.48,10268.75,10982.72,8180.08,9611.21
P00202,Pasta Dental Colgate Total 90g x4,Higiene,3398.79,3198.03,3063.07,3429.59,3064.58
P00203,Pan de Campo Bimbo 500g,Panificados,8993.24,8579.46,8935.08,8942.3,9236.94
P00204,Queso Rallado La Paulina 40g x4,Lácteos,4256.38,3522.44,4140.75,3429.32,4111.34
P00205,Queso Rallado La Paulina 40g,Lácteos,10328.42,11574.86,13098.93,11266.75,9633.67
P00206,Jugo Baggio Multifruta 1L,Bebidas,9779.81,7214.06,9946.62,8479.73,7250.49
P00207,Pasta Dental Colgate Total 90g,Higiene,1258.85,1294.22,1181.85,1173.32,1170.2
P00208,Jugo Baggio Multifruta 1L,Bebidas,8684.65,7992.96,10057.37,9357.09,9863.29
P00209,Jabón en Polvo Ala 3Kg,Limpieza,2595.34,2078.95,2172.54,2151.98,2730.55
P00210,Fideos Matarazzo Spaghetti 500g,Almacén,9888.12,9264.44,8720.07,11508.78,10877.82
P00211,Queso Rallado La Paulina 40g x3,Lácteos,10494.38,12107.6,11840.58,9395.83,9384.42
P00212,Cerveza Heineken 1L,Bebidas,2812.44,3046.54,2864.24,2429.31,2311.47
P00213,Azúcar Ledesma 1Kg,Almacén,2652.7,2146.0,2051.87,2618.09,2138.83
P00214,Galletitas Chocolinas 170g,Panificados,2727.65,2612.57,2872.94,3181.16,3212.35
P00215,Jugo Baggio Multifruta 1L,Bebidas,7159.69,5645.02,6403.26,5657.04,6393.73
P00216,Pepsi 2.25L,Bebidas,4264.98,3600.28,3299.76,3170.97,3740.57
P00217,Aceite Natura Girasol 1.5L,Almacén,10251.12,13616.98,13225.68,10954.81,12944.55
P00218,Agua Villavicencio 2.25L,Bebidas,10473.58,10145.35,8107.4,7694.81,8095.93
P00219,Jugo Baggio Multifruta 1L,Bebidas,10680.19,10846.34,10051.04,9339.53,10365.11
P00220,Papel Higiénico Higienol 4 Rollos,Higiene,5142.17,4068.03,4735.39,5509.61,5070.31
P00221,Galletitas Express 170g,Panificados,3987.68,3931.41,4557.53,4345.84,4054.83
P00222,Bizcochitos Don Satur 200g x5,Panificados,7217.95,7162.24,7888.25,7997.04,8155.92
P00223,Manteca Sancor 200g,Lácteos,7327.41,7716.77,6264.29,6619.95,8186.33
P00224,Jabón en Polvo Ala 3Kg x3,Limpieza,3525.26,3261.6,3326.73,3752.5,3353.9
P00225,Yogur Ser Vainilla 1Kg,Lácteos,8611.43,9165.7,8356.47,8277.88,8455.44
P00226,Galletitas Chocolinas 170g,Panificados,2234.59,2079.19,2125.63,2321.72,2595.16
P00227,Lavandina Ayudín 1L,Limpieza,3361.68,3642.06,3380.83,3189.48,3561.91
P00228,Cerveza Quilmes 1L x5,Bebidas,9554.09,10321.49,9596.88,11136.78,9248.91
P00229,Cerveza Heineken 1L,Bebidas,9318.13,8948.37,8693.39,8817.36,9202.51
P00230,Queso Cremoso Tregar 1Kg,Lácteos,3244.05,3116.27,3143.69,2840.76,3025.86
P00231,Galletitas Express 170g,Panificados,6837.19,6467.65,7624.35,7274.56,7659.6
P00232,Agua Villavicencio 2.25L,Bebidas,6803.46,6217.84,6087.91,7204.42,6921.73
P00233,Queso Cremoso Tregar 1Kg,Lácteos,2401.58,2525.41,2411.39,2017.2,2115.4
P00234,Pan de Campo Bimbo 500g,Panificados,10376.63,10829.14,10169.91,8032.53,10019.18
P00235,Coca-Cola 2.25L,Bebidas,6628.86,8300.37,7899.24,7481.17,7408.8
P00236,Lavandina Ayudín 1L,Limpieza,7649.81,6582.12,6591.4,8257.03,7397.34
P00237,Queso Cremoso Tregar 1Kg,Lácteos,5221.94,4118.34,4439.58,4636.29,5248.47
P00238,Suavizante Comfort 900ml,Limpieza,4994.9,3894.89,4641.21,4868.52,4692.67
P00239,Yerba Playadito 1Kg x4,Almacén,2878.34,3172.42,2559.74,2457.48,2962.73
P00240,Leche La Serenísima Entera 1L,Lácteos,4934.09,4904.65,3751.24,4800.03,4603.79
P00241,Cerveza Quilmes 1L,Bebidas,10289.7,10858.86,9625.93,10443.49,10369.32
P00242,Jugo Baggio Multifruta 1L,Bebidas,11914.81,12196.56,12848.59,10041.4,12831.59
P00243,Harina Blancaflor 1Kg,Almacén,3443.82,3266.58,2674.57,2758.01,3603.02
P00244,Cerveza Quilmes 1L,Bebidas,9912.76,10667.44,8893.29,9593.99,9173.57
P00245,Detergente Magistral Limón 750ml,Limpieza,877.0,941.07,747.9,853.95,893.34
P00246,Leche La Serenísima Entera 1L,Lácteos,5861.54,6162.25,6837.52,6450.29,5800.89
P00247,Harina Blancaflor 1Kg,Almacén,8511.27,7808.02,9106.85,7856.11,9653.62
P00248,Azúcar Ledesma 1Kg,Almacén,1814.29,1748.88,2359.41,1770.34,2349.79
P00249,Azúcar Ledesma 1Kg x5,Almacén,8265.31,9625.64,8730.78,10592.2,10431.53
P00250,Pan de Campo Bimbo 500g,Panificados,10252.77,10596.18,10068.76,10773.14,11245.56
P00251,Pan Lactal Fargo 600g,Panificados,907.42,1212.5,1045.72,1183.17,1177.62
P00252,Shampoo Pantene Restauración 400ml,Higiene,7933.08,7413.42,7623.42,7082.08,6820.01
P00253,Aceite Natura Girasol 1.5L,Almacén,10055.24,12297.1,11502.95,9938.12,9480.04
P00254,Pan de Campo Bimbo 500g,Panificados,9840.67,10072.68,11852.39,11781.31,12132.32
P00255,Queso Cremoso Tregar 1Kg,Lácteos,1902.34,2145.81,2212.06,1854.99,1916.07
P00256,Azúcar Ledesma 1Kg,Almacén,4404.41,4492.19,5150.37,5267.53,5680.62
P00257,Desodorante Poett Primavera 900ml,Limpieza,1540.74,1838.92,1886.05,1508.44,1398.49
P00258,Suavizante Comfort 900ml,Limpieza,10454.74,11417.22,12037.66,10589.67,11438.89
P00259,Queso Rallado La Paulina 40g,Lácteos,6791.4,6337.02,6502.85,5580.8,6325.61
P00260,Pepsi 2.25L,Bebidas,2469.04,2174.46,2122.68,2396.15,2374.9
P00261,Yerba Taragüi 1Kg x4,Almacén,6447.32,5926.42,7540.03,7338.64,7077.64
P00262,Harina Blancaflor 1Kg,Almacén,4252.41,5861.55,5135.48,5206.42,4825.25
P00263,Pepsi 2.25L,Bebidas,9799.33,9578.87,7785.46,7529.84,8879.44
P00264,Harina Blancaflor 1Kg,Almacén,3539.98,3218.29,3144.7,3203.62,3341.5
P00265,Pan de Campo Bimbo 500g,Panificados,952.7,967.22,1126.66,1171.17,1137.33
P00266,Bizcochitos Don Satur 200g,Panificados,1053.26,1135.02,1049.87,976.97,1005.0
P00267,Detergente Magistral Limón 750ml,Limpieza,11467.57,11396.7,11061.15,9890.81,10055.25
P00268,Lavandina Ayudín 1L,Limpieza,5193.72,6013.35,4805.94,6118.92,5101.09
P00269,Pan Lactal Fargo 600g,Panificados,2067.22,1893.64,2311.39,2266.47,2093.15
P00270,Cerveza Heineken 1L,Bebidas,9477.52,7118.29,7055.08,8629.58,6906.25
P00271,Pan de Campo Bimbo 500g x5,Panificados,10463.5,10926.89,11631.18,11900.5,11123.29
P00272,Queso Rallado La Paulina 40g x5,Lácteos,3608.83,4026.03,3062.91,2981.58,2972.83
P00273,Papel Higiénico Higienol 4 Rollos,Higiene,798.8,984.65,931.62,866.64,903.44
P00274,Desodorante Rexona Hombre 150ml,Higiene,10257.77,13336.66,11853.55,10974.43,12612.14
P00275,Azúcar Ledesma 1Kg,Almacén,9415.6,11682.07,9748.6,8792.48,8804.79
P00276,Pan de Campo Bimbo 500g,Panificados,9089.43,9202.59,8088.67,10886.23,9719.5
P00277,Jabón en Polvo Ala 3Kg,Limpieza,10321.68,8421.28,10571.39,8586.02,10747.76
